trip_id,subscriber_type,bike_id,bike_type,start_time,customer_id,customer_age,customer_gender,customer_user_type,trip_date,trip_hour,trip_day_of_week,is_weekend,clean_start_station_id,clean_start_station_name,start_station_property_type,start_station_power_type,start_station_docks,start_station_footprint_length,start_station_footprint_width,clean_end_station_id,clean_end_station_name,end_station_property_type,end_station_power_type,end_station_docks,end_station_footprint_length,end_station_footprint_width,duration_minutes
26026832,Local31,19720,electric,2022-02-15 11:30:29.000000 UTC,C-1480,30,Female,Customer,2022-02-15,11,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2547,21st/Guadalupe,paid_parking,solar,13,40,5.0,25
26030152,Student Membership,21551,electric,2022-02-15 19:37:47.000000 UTC,C-1549,47,Male,Subscriber,2022-02-15,19,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,43
26032003,Student Membership,19165,electric,2022-02-16 11:40:05.000000 UTC,C-0018,55,Male,Subscriber,2022-02-16,11,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3793,28th/Rio Grande,paid_parking,solar,13,40,5.0,5
26037160,Student Membership,21735,electric,2022-02-17 15:09:23.000000 UTC,C-1653,36,Female,Customer,2022-02-17,15,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
26040501,Student Membership,19207,electric,2022-02-18 13:18:13.000000 UTC,C-0083,19,Male,Subscriber,2022-02-18,13,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2547,21st/Guadalupe,paid_parking,solar,13,40,5.0,13
26055782,Student Membership,21528,electric,2022-02-20 20:45:43.000000 UTC,C-0048,35,Male,Subscriber,2022-02-20,20,1,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2547,21st/Guadalupe,paid_parking,solar,13,40,5.0,8
26066582,Student Membership,19326,electric,2022-02-23 17:48:02.000000 UTC,C-0026,63,Male,Customer,2022-02-23,17,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
26066786,Student Membership,21884,electric,2022-02-23 19:41:17.000000 UTC,C-1501,50,Female,Subscriber,2022-02-23,19,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
26068508,Student Membership,19437,electric,2022-02-24 15:07:39.000000 UTC,C-0080,45,Male,Customer,2022-02-24,15,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
26070959,Student Membership,21744,electric,2022-02-25 13:53:52.000000 UTC,C-0012,60,Female,Customer,2022-02-25,13,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7125,23rd/San Gabriel,Unregistered Station,Unknown,13,40,5.0,6
26091322,Student Membership,21541,electric,2022-03-01 21:01:34.000000 UTC,C-0011,29,Male,Subscriber,2022-03-01,21,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7125,23rd/San Gabriel,Unregistered Station,Unknown,13,40,5.0,6
26094368,Pay-as-you-ride,19706,electric,2022-03-02 13:52:01.000000 UTC,C-1404,44,Female,Subscriber,2022-03-02,13,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2547,21st/Guadalupe,paid_parking,solar,13,40,5.0,3
26099716,Student Membership,21740,electric,2022-03-03 12:22:04.000000 UTC,C-0001,49,Male,Subscriber,2022-03-03,12,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7188,22nd/Pearl,Unregistered Station,Unknown,13,40,5.0,8
26114982,Single Trip (Pay-as-you-ride),21810,electric,2022-03-05 15:27:56.000000 UTC,C-0130,53,Male,Subscriber,2022-03-05,15,7,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,4060,Red River/Cesar Chavez @ The Fairmont,sidewalk,solar,13,40,5.0,40
26130898,Student Membership,22174,electric,2022-03-08 17:26:50.000000 UTC,C-0020,54,Female,Customer,2022-03-08,17,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,4
26133184,Student Membership,19107,electric,2022-03-09 12:04:02.000000 UTC,C-1576,37,Male,Subscriber,2022-03-09,12,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7188,22nd/Pearl,Unregistered Station,Unknown,13,40,5.0,10
26133400,Explorer,19314,electric,2022-03-09 12:41:38.000000 UTC,C-0117,39,Male,Customer,2022-03-09,12,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3293,East 2nd/Pedernales,nonmetered_parking,solar,10,20,15.0,42
26136017,Student Membership,18132,electric,2022-03-09 17:35:55.000000 UTC,C-0068,47,Male,Subscriber,2022-03-09,17,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7188,22nd/Pearl,Unregistered Station,Unknown,13,40,5.0,7
26220199,Student Membership,21480,electric,2022-03-21 16:20:37.000000 UTC,C-0135,56,Female,Subscriber,2022-03-21,16,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,5
26234299,Local31,21698,electric,2022-03-24 11:05:57.000000 UTC,C-0001,49,Male,Subscriber,2022-03-24,11,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3619,6th/Congress,sidewalk,solar,11,30,5.0,15
26243838,Student Membership,18696,electric,2022-03-25 16:21:22.000000 UTC,C-1305,25,Male,Subscriber,2022-03-25,16,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,4
26265985,Student Membership,23277,electric,2022-03-28 15:32:11.000000 UTC,C-0076,53,Male,Subscriber,2022-03-28,15,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
26271460,Student Membership,21423,electric,2022-03-29 12:28:23.000000 UTC,C-0019,60,Female,Customer,2022-03-29,12,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,4
26273586,Student Membership,19679,electric,2022-03-29 16:31:06.000000 UTC,C-0135,56,Female,Subscriber,2022-03-29,16,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,4
26279445,U.T. Student Membership,22563,electric,2022-03-30 14:56:37.000000 UTC,C-0063,49,Male,Subscriber,2022-03-30,14,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2547,21st/Guadalupe,paid_parking,solar,13,40,5.0,6
26285929,U.T. Student Membership,21718,electric,2022-03-31 13:52:21.000000 UTC,C-0007,48,Female,Customer,2022-03-31,13,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,6
26286059,Student Membership,19870,electric,2022-03-31 14:05:06.000000 UTC,C-0001,49,Male,Subscriber,2022-03-31,14,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,3
26288429,Student Membership,21718,electric,2022-03-31 18:01:54.000000 UTC,C-0077,58,Female,Subscriber,2022-03-31,18,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,10
25897629,Student Membership,19198,electric,2022-01-10 17:37:46.000000 UTC,C-0009,40,Female,Subscriber,2022-01-10,17,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7125,23rd/San Gabriel,Unregistered Station,Unknown,13,40,5.0,11
25941304,Student Membership,22431,electric,2022-01-24 16:14:02.000000 UTC,C-0001,49,Male,Subscriber,2022-01-24,16,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
25988135,Student Membership,22521,electric,2022-02-07 12:07:14.000000 UTC,C-0001,49,Male,Subscriber,2022-02-07,12,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
25988747,Student Membership,21458,electric,2022-02-07 13:52:47.000000 UTC,C-0033,21,Male,Customer,2022-02-07,13,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,4
25991055,Student Membership,21733,electric,2022-02-07 21:09:55.000000 UTC,C-0039,44,Female,Subscriber,2022-02-07,21,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,4
25992222,Student Membership,21828,electric,2022-02-08 11:06:33.000000 UTC,C-0018,55,Male,Subscriber,2022-02-08,11,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3793,28th/Rio Grande,paid_parking,solar,13,40,5.0,5
25994940,Student Membership,21749,electric,2022-02-08 18:15:24.000000 UTC,C-1606,53,Male,Subscriber,2022-02-08,18,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,2
26001472,Student Membership,21788,electric,2022-02-09 17:55:30.000000 UTC,C-0039,44,Female,Subscriber,2022-02-09,17,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3793,28th/Rio Grande,paid_parking,solar,13,40,5.0,5
26005256,Student Membership,21788,electric,2022-02-10 15:17:34.000000 UTC,C-1512,38,Female,Subscriber,2022-02-10,15,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,2
26024192,Student Membership,21639,electric,2022-02-14 16:52:56.000000 UTC,C-0041,21,Male,Customer,2022-02-14,16,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7125,23rd/San Gabriel,Unregistered Station,Unknown,13,40,5.0,138
26025568,Student Membership,19720,electric,2022-02-14 23:06:26.000000 UTC,C-0154,28,Female,Subscriber,2022-02-14,23,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,2
26035726,Student Membership,17751,electric,2022-02-17 10:08:29.000000 UTC,C-0001,49,Male,Subscriber,2022-02-17,10,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,4
26038505,Student Membership,509,classic,2022-02-17 20:21:36.000000 UTC,C-1376,42,Female,Customer,2022-02-17,20,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3799,23rd/San Jacinto @ DKR Stadium,sidewalk,solar,22,30,7.5,13
26054054,Student Membership,19935,electric,2022-02-20 16:11:05.000000 UTC,C-0144,25,Male,Subscriber,2022-02-20,16,1,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,906
26055638,Student Membership,19693,electric,2022-02-20 19:59:39.000000 UTC,C-0020,54,Female,Customer,2022-02-20,19,1,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3799,23rd/San Jacinto @ DKR Stadium,sidewalk,solar,22,30,7.5,3
26085013,Student Membership,388,classic,2022-02-28 19:08:48.000000 UTC,C-0135,56,Female,Subscriber,2022-02-28,19,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,5
26096812,Student Membership,19706,electric,2022-03-02 18:32:36.000000 UTC,C-0029,63,Male,Customer,2022-03-02,18,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,5
26104944,Student Membership,21422,electric,2022-03-04 09:53:06.000000 UTC,C-0144,25,Male,Subscriber,2022-03-04,9,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,3
26130359,Student Membership,17460,electric,2022-03-08 15:49:22.000000 UTC,C-1621,60,Female,Customer,2022-03-08,15,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,4
26148698,Student Membership,301,classic,2022-03-12 16:05:44.000000 UTC,C-1503,55,Male,Subscriber,2022-03-12,16,7,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,4
26231128,Student Membership,1565,classic,2022-03-23 16:56:06.000000 UTC,C-0084,18,Female,Customer,2022-03-23,16,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2547,21st/Guadalupe,paid_parking,solar,13,40,5.0,4
26257102,Student Membership,21571,electric,2022-03-27 13:32:20.000000 UTC,C-0020,54,Female,Customer,2022-03-27,13,1,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7125,23rd/San Gabriel,Unregistered Station,Unknown,13,40,5.0,7
25928042,Student Membership,16456,electric,2022-01-20 11:55:05.000000 UTC,C-0005,28,Female,Subscriber,2022-01-20,11,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,2
25959908,Student Membership,22521,electric,2022-01-29 18:02:03.000000 UTC,C-0093,64,Female,Subscriber,2022-01-29,18,7,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,56
25994076,Student Membership,21516,electric,2022-02-08 15:48:34.000000 UTC,C-0005,28,Female,Subscriber,2022-02-08,15,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
25994340,Student Membership,18923,electric,2022-02-08 16:26:31.000000 UTC,C-0068,47,Male,Subscriber,2022-02-08,16,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3797,21st/University,undetermined_parking,solar,19,55,5.0,29
26004775,Student Membership,19386,electric,2022-02-10 14:12:17.000000 UTC,C-1418,61,Male,Subscriber,2022-02-10,14,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2548,Guadalupe/West Mall @ University Co-op,paid_parking,solar,15,45,5.0,26
26006447,Student Membership,21516,electric,2022-02-10 18:09:10.000000 UTC,C-0018,55,Male,Subscriber,2022-02-10,18,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3799,23rd/San Jacinto @ DKR Stadium,sidewalk,solar,22,30,7.5,4
26008759,Student Membership,21739,electric,2022-02-11 11:15:07.000000 UTC,C-0007,48,Female,Customer,2022-02-11,11,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7125,23rd/San Gabriel,Unregistered Station,Unknown,13,40,5.0,7
26025191,Student Membership,18923,electric,2022-02-14 20:12:07.000000 UTC,C-0143,50,Female,Subscriber,2022-02-14,20,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,4
26033680,Student Membership,19453,electric,2022-02-16 15:47:06.000000 UTC,C-1652,39,Male,Customer,2022-02-16,15,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,4
26035351,Student Membership,19720,electric,2022-02-17 07:56:51.000000 UTC,C-0001,49,Male,Subscriber,2022-02-17,7,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
26040148,Student Membership,19224,electric,2022-02-18 12:30:13.000000 UTC,C-0057,65,Male,Subscriber,2022-02-18,12,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,51
26042013,Student Membership,21472,electric,2022-02-18 16:29:44.000000 UTC,C-0060,60,Female,Customer,2022-02-18,16,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
26046324,Student Membership,21447,electric,2022-02-19 14:10:25.000000 UTC,C-0008,52,Female,Subscriber,2022-02-19,14,7,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3793,28th/Rio Grande,paid_parking,solar,13,40,5.0,4
26057193,Student Membership,21543,electric,2022-02-21 10:51:06.000000 UTC,C-0016,61,Male,Subscriber,2022-02-21,10,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7188,22nd/Pearl,Unregistered Station,Unknown,13,40,5.0,4
26074385,Student Membership,16845,electric,2022-02-26 15:21:09.000000 UTC,C-1613,42,Female,Customer,2022-02-26,15,7,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,2
26080950,Student Membership,19602,electric,2022-02-28 09:12:44.000000 UTC,C-0085,30,Female,Customer,2022-02-28,9,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,6
26084666,Student Membership,19270,electric,2022-02-28 18:03:27.000000 UTC,C-1289,24,Female,Customer,2022-02-28,18,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,4938,22.5/Rio Grande,Unregistered Station,Unknown,13,40,5.0,7
26099495,Student Membership,19177,electric,2022-03-03 11:57:12.000000 UTC,C-0050,52,Female,Subscriber,2022-03-03,11,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,2
26125812,Student Membership,19704,electric,2022-03-07 14:12:31.000000 UTC,C-0002,26,Female,Subscriber,2022-03-07,14,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7188,22nd/Pearl,Unregistered Station,Unknown,13,40,5.0,7
26135403,Student Membership,21487,electric,2022-03-09 15:59:57.000000 UTC,C-0163,51,Male,Customer,2022-03-09,15,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,7125,23rd/San Gabriel,Unregistered Station,Unknown,13,40,5.0,8
26139598,Student Membership,21481,electric,2022-03-10 15:16:14.000000 UTC,C-0006,51,Male,Customer,2022-03-10,15,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,4938,22.5/Rio Grande,Unregistered Station,Unknown,13,40,5.0,7
26229645,Student Membership,21496,electric,2022-03-23 13:54:14.000000 UTC,C-0015,34,Female,Subscriber,2022-03-23,13,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,4
26231461,Student Membership,22567,electric,2022-03-23 17:42:38.000000 UTC,C-0020,54,Female,Customer,2022-03-23,17,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2
26236342,Student Membership,21679,electric,2022-03-24 15:13:47.000000 UTC,C-0067,45,Male,Customer,2022-03-24,15,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,3
26243208,Student Membership,21767,electric,2022-03-25 15:12:00.000000 UTC,C-0019,60,Female,Customer,2022-03-25,15,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,4
26244860,Student Membership,2204,classic,2022-03-25 18:19:15.000000 UTC,C-0008,52,Female,Subscriber,2022-03-25,18,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,4
25916102,Student Membership,23251,electric,2022-01-16 18:06:47.000000 UTC,C-1652,39,Male,Customer,2022-01-16,18,1,1,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2547,21st/Guadalupe,paid_parking,solar,13,40,5.0,6
25924471,Student Membership,21476,electric,2022-01-19 11:37:04.000000 UTC,C-1482,57,Male,Customer,2022-01-19,11,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,2
25930356,Student Membership,19849,electric,2022-01-21 13:51:58.000000 UTC,C-1422,53,Male,Subscriber,2022-01-21,13,6,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,9
25951795,Student Membership,16828,electric,2022-01-27 18:25:06.000000 UTC,C-1424,63,Male,Customer,2022-01-27,18,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2547,21st/Guadalupe,paid_parking,solar,13,40,5.0,8
25967344,Student Membership,21528,electric,2022-01-31 13:53:21.000000 UTC,C-1441,55,Male,Subscriber,2022-01-31,13,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2548,Guadalupe/West Mall @ University Co-op,paid_parking,solar,15,45,5.0,5
25967719,Student Membership,21430,electric,2022-01-31 15:06:31.000000 UTC,C-0092,22,Female,Subscriber,2022-01-31,15,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3793,28th/Rio Grande,paid_parking,solar,13,40,5.0,5
25975290,Student Membership,19163,electric,2022-02-02 17:13:13.000000 UTC,C-0001,49,Male,Subscriber,2022-02-02,17,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,4938,22.5/Rio Grande,Unregistered Station,Unknown,13,40,5.0,5
25988408,Student Membership,21792,electric,2022-02-07 12:55:02.000000 UTC,C-0133,33,Male,Customer,2022-02-07,12,2,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3795,Dean Keeton/Whitis,undetermined_parking,solar,19,55,5.0,2
25994939,Student Membership,19418,electric,2022-02-08 18:15:22.000000 UTC,C-0053,44,Female,Subscriber,2022-02-08,18,3,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,2548,Guadalupe/West Mall @ University Co-op,paid_parking,solar,15,45,5.0,6
25996722,Student Membership,21516,electric,2022-02-09 10:55:49.000000 UTC,C-0005,28,Female,Subscriber,2022-02-09,10,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3793,28th/Rio Grande,paid_parking,solar,13,40,5.0,4
25997604,Student Membership,21523,electric,2022-02-09 13:23:03.000000 UTC,C-0010,63,Male,Customer,2022-02-09,13,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3798,21st/Speedway @ PCL,sidewalk,solar,22,30,7.5,3
25999545,Local365,22573,electric,2022-02-09 15:44:55.000000 UTC,C-0009,40,Female,Subscriber,2022-02-09,15,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3799,23rd/San Jacinto @ DKR Stadium,sidewalk,solar,22,30,7.5,5
26001789,Student Membership,21788,electric,2022-02-09 18:53:00.000000 UTC,C-0034,38,Female,Subscriber,2022-02-09,18,4,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3838,26th/Nueces,undetermined_parking,solar,13,40,5.0,6
26004509,Student Membership,21491,electric,2022-02-10 13:36:52.000000 UTC,C-0019,60,Female,Customer,2022-02-10,13,5,0,2498,Dean Keeton/Speedway,sidewalk,non-metered,17,50,5.0,3793,28th/Rio Grande,paid_parking,solar,13,40,5.0,5
