trip_id,subscriber_type,bike_id,bike_type,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes,customer_id
26278716,Student Membership,21733,electric,2022-03-30 13:38:38.000000 UTC,2547,21st/Guadalupe,2496,8th/Congress,22,C-0013
26029315,Student Membership,19734,electric,2022-02-15 17:07:24.000000 UTC,2547,21st/Guadalupe,2496,8th/Congress,18,C-0008
26277751,Single Trip (Pay-as-you-ride),19918,electric,2022-03-30 12:02:47.000000 UTC,2547,21st/Guadalupe,2496,8th/Congress,14,C-0075
26254301,Local365,19476,electric,2022-03-27 00:09:53.000000 UTC,2547,21st/Guadalupe,2496,8th/Congress,12,C-0053
26208219,Student Membership,1830,classic,2022-03-20 09:10:51.000000 UTC,2547,21st/Guadalupe,2497,11th/Congress @ The Texas Capitol,7,C-0004
26234972,Explorer,19552,electric,2022-03-24 12:26:29.000000 UTC,2547,21st/Guadalupe,2497,11th/Congress @ The Texas Capitol,9,C-1471
25889549,Student Membership,21430,electric,2022-01-07 16:09:58.000000 UTC,2547,21st/Guadalupe,2497,11th/Congress @ The Texas Capitol,12,C-0007
25941461,Student Membership,17751,electric,2022-01-24 16:43:48.000000 UTC,2547,21st/Guadalupe,2497,11th/Congress @ The Texas Capitol,10,C-0011
26110083,Local31,19918,electric,2022-03-04 20:59:58.000000 UTC,2547,21st/Guadalupe,2497,11th/Congress @ The Texas Capitol,8,C-0085
26053760,Student Membership,78,classic,2022-02-20 15:45:07.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-0004
26243572,Student Membership,21458,electric,2022-03-25 15:53:32.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0006
26020154,Student Membership,509,classic,2022-02-13 18:46:22.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,15,C-0006
26035355,Student Membership,21900,electric,2022-02-17 07:58:02.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0016
26030192,Student Membership,17347,electric,2022-02-15 19:49:19.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-1439
26225264,Student Membership,19442,electric,2022-03-22 15:54:46.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0154
26266123,Student Membership,19679,electric,2022-03-28 15:47:46.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0170
25971713,Student Membership,21472,electric,2022-02-01 15:49:41.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0158
26273085,Student Membership,19480,electric,2022-03-29 15:35:44.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0110
25941981,Student Membership,22431,electric,2022-01-24 19:14:56.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0009
26039549,Student Membership,21516,electric,2022-02-18 10:41:01.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0113
25988782,Student Membership,19677,electric,2022-02-07 13:57:55.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0020
25990328,Student Membership,21821,electric,2022-02-07 17:59:11.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1345
25992606,Student Membership,19677,electric,2022-02-08 12:19:57.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0006
25930270,Student Membership,21586,electric,2022-01-21 13:22:17.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1448
26032604,Student Membership,19706,electric,2022-02-16 13:10:46.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0003
26039503,Student Membership,21419,electric,2022-02-18 10:33:19.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0018
26262317,Student Membership,19775,electric,2022-03-28 07:55:11.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0093
26070131,Student Membership,21712,electric,2022-02-25 10:24:45.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0004
26027838,Student Membership,19185,electric,2022-02-15 13:50:42.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0090
25991248,Student Membership,19224,electric,2022-02-07 22:55:07.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,9,C-1310
26021481,Student Membership,19287,electric,2022-02-14 09:56:53.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-1247
26124587,Student Membership,877,classic,2022-03-07 09:50:31.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0018
26086760,Student Membership,21454,electric,2022-03-01 10:53:28.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0032
26005324,Student Membership,19160,electric,2022-02-10 15:24:39.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0168
26034034,Student Membership,303G,classic,2022-02-16 16:49:28.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0150
26090014,Student Membership,21803,electric,2022-03-01 17:31:15.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0005
26084746,Student Membership,17751,electric,2022-02-28 18:15:45.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0007
26101285,Student Membership,21486,electric,2022-03-03 15:27:07.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0025
26136844,Student Membership,19177,electric,2022-03-09 21:26:49.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0001
26139296,Student Membership,19745,electric,2022-03-10 14:34:13.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-0014
26035872,Student Membership,540,classic,2022-02-17 10:45:35.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0060
26127457,Student Membership,19148,electric,2022-03-07 19:05:04.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0105
26065372,Student Membership,18329,electric,2022-02-23 11:34:17.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0034
26034171,Student Membership,21739,electric,2022-02-16 17:18:41.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,14,C-0003
26240172,Student Membership,21485,electric,2022-03-25 09:43:25.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0011
26126356,Student Membership,21628,electric,2022-03-07 15:52:03.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1587
26128441,Student Membership,19132,electric,2022-03-08 09:22:54.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-1608
26037416,Student Membership,21884,electric,2022-02-17 15:55:00.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0030
26065192,Student Membership,21884,electric,2022-02-23 10:49:38.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0130
26003523,Student Membership,2197,classic,2022-02-10 10:50:27.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0003
26006557,Student Membership,22573,electric,2022-02-10 18:24:56.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0017
26092597,Student Membership,2355,classic,2022-03-02 09:57:44.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0017
26236092,Student Membership,21668,electric,2022-03-24 14:39:44.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0013
25970145,Student Membership,21718,electric,2022-02-01 11:35:11.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0089
26041494,Student Membership,19207,electric,2022-02-18 15:27:57.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0008
25994647,Student Membership,19386,electric,2022-02-08 17:21:45.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,94,C-0132
26092514,Student Membership,19935,electric,2022-03-02 09:47:28.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1357
26010370,Student Membership,18947,electric,2022-02-11 15:14:33.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0046
26088665,Student Membership,19194,electric,2022-03-01 15:01:00.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-1448
25904485,U.T. Student Membership,21742,electric,2022-01-13 13:15:13.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,27,C-0077
25952722,Student Membership,17370,electric,2022-01-28 09:16:59.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0154
26036279,Student Membership,19918,electric,2022-02-17 12:15:30.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0109
26107916,Student Membership,21659,electric,2022-03-04 15:47:57.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0056
26041261,Student Membership,21749,electric,2022-02-18 14:55:42.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0001
25932115,Student Membership,21639,electric,2022-01-22 09:45:40.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0075
26002832,Student Membership,21430,electric,2022-02-10 07:59:37.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0009
26216968,Student Membership,21491,electric,2022-03-21 08:28:01.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0169
26230598,Student Membership,191,classic,2022-03-23 15:50:12.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0122
26222878,Student Membership,19869,electric,2022-03-22 09:07:55.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,45,C-0003
26064090,Local31,17850,electric,2022-02-22 17:25:24.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,824,C-0076
25943627,Student Membership,19185,electric,2022-01-25 14:12:03.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0016
25996700,Student Membership,22174,electric,2022-02-09 10:53:05.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0012
25993757,Student Membership,19865,electric,2022-02-08 15:06:51.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,18,C-0063
25902313,Explorer,19918,electric,2022-01-12 16:45:35.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,30,C-0026
25944747,Student Membership,19677,electric,2022-01-25 19:01:19.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0044
26218847,Student Membership,19775,electric,2022-03-21 13:47:24.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,9,C-0003
26056387,Student Membership,19679,electric,2022-02-21 07:50:25.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0017
25950505,Student Membership,303G,classic,2022-01-27 13:19:11.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,12,C-0002
25973972,Student Membership,19328,electric,2022-02-02 10:50:46.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0163
26096474,Student Membership,21541,electric,2022-03-02 17:49:21.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0111
26278278,Student Membership,21654,electric,2022-03-30 12:58:37.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1532
26234239,Student Membership,362,classic,2022-03-24 10:57:52.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1379
26240506,Student Membership,21712,electric,2022-03-25 10:36:37.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-1587
25969907,Student Membership,21789,electric,2022-02-01 10:48:54.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1592
26035303,Student Membership,19386,electric,2022-02-17 07:27:30.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0014
26036776,Student Membership,21735,electric,2022-02-17 13:52:58.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1394
26053762,Student Membership,509,classic,2022-02-20 15:45:16.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,25,C-1424
26093756,Student Membership,21774,electric,2022-03-02 12:42:37.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0009
26262309,Student Membership,19160,electric,2022-03-28 07:53:43.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1500
26124322,Student Membership,21551,electric,2022-03-07 07:54:39.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0138
26089107,Student Membership,19720,electric,2022-03-01 15:50:53.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1355
26057463,Student Membership,19679,electric,2022-02-21 11:23:50.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0008
26088668,Student Membership,19233,electric,2022-03-01 15:01:27.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,9,C-0009
26241056,Student Membership,21767,electric,2022-03-25 11:40:42.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0023
26038436,Student Membership,21571,electric,2022-02-17 19:48:23.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0002
25969314,Student Membership,22511,electric,2022-02-01 07:50:52.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-1400
25997368,Student Membership,21630,electric,2022-02-09 12:46:36.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,15,C-1313
26031732,Student Membership,382,classic,2022-02-16 10:54:57.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0020
26017781,Student Membership,21653,electric,2022-02-13 13:22:39.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0109
26071287,Student Membership,21725,electric,2022-02-25 15:11:56.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0015
26230294,Student Membership,19453,electric,2022-03-23 15:14:47.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0032
26035479,Student Membership,21747,electric,2022-02-17 09:00:57.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,11,C-0042
26138886,Student Membership,21508,electric,2022-03-10 13:38:41.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,10,C-1651
26262683,Student Membership,19679,electric,2022-03-28 09:30:03.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0029
26128725,Student Membership,21668,electric,2022-03-08 10:47:36.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,9,C-0040
25960803,Student Membership,21528,electric,2022-01-29 23:18:45.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0003
26094471,Student Membership,19706,electric,2022-03-02 14:06:02.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0011
26031747,Student Membership,21828,electric,2022-02-16 10:57:31.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0131
26214953,Student Membership,18132,electric,2022-03-20 18:42:58.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,57,C-0005
26277165,Student Membership,19870,electric,2022-03-30 10:52:55.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0017
26102553,Student Membership,387,classic,2022-03-03 17:51:19.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0003
26088137,Student Membership,19403,electric,2022-03-01 13:56:29.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1431
26240611,Student Membership,21789,electric,2022-03-25 10:50:47.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-0003
26285883,Student Membership,19870,electric,2022-03-31 13:47:29.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0015
26053083,Student Membership,21742,electric,2022-02-20 14:24:25.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,226,C-0095
26022911,Student Membership,21729,electric,2022-02-14 13:53:02.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,10,C-0054
25950865,Student Membership,19442,electric,2022-01-27 14:49:08.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0080
26089220,Student Membership,17751,electric,2022-03-01 16:03:56.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0009
25951582,Student Membership,19865,electric,2022-01-27 17:40:25.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-0021
26286557,Student Membership,16845,electric,2022-03-31 14:48:26.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-0112
26036605,Student Membership,21535,electric,2022-02-17 13:18:57.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1435
26139980,Student Membership,21774,electric,2022-03-10 16:12:02.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0014
26041413,Student Membership,21472,electric,2022-02-18 15:16:18.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0008
26002297,Student Membership,19730,electric,2022-02-09 21:11:02.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,15,C-0018
25989406,Student Membership,19704,electric,2022-02-07 15:35:21.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0068
26217749,Student Membership,19437,electric,2022-03-21 11:03:27.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0078
26278417,Student Membership,19870,electric,2022-03-30 13:11:45.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-1330
25970866,Student Membership,21828,electric,2022-02-01 13:44:01.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0010
26030947,Student Membership,18556,electric,2022-02-16 07:35:05.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0069
26178173,Local31,21735,electric,2022-03-16 18:17:26.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-0014
26034979,Student Membership,21516,electric,2022-02-16 21:06:19.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0018
26056888,Student Membership,21543,electric,2022-02-21 10:00:17.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1573
26219167,Student Membership,148G,classic,2022-03-21 14:21:59.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0059
26279453,Pay-as-you-ride,19645,electric,2022-03-30 14:57:32.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0004
26235724,Student Membership,19437,electric,2022-03-24 13:57:17.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0096
26003230,Student Membership,546,classic,2022-02-10 09:52:13.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1584
26064887,Student Membership,21427,electric,2022-02-23 09:27:29.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-0014
25942370,Student Membership,21739,electric,2022-01-24 22:59:40.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0003
26049272,Local365,21487,electric,2022-02-19 19:07:41.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,27,C-0089
26098098,Student Membership,21427,electric,2022-03-03 07:27:34.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0001
26109433,Student Membership,21428,electric,2022-03-04 18:54:36.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,18,C-0003
26102216,Local31,17347,electric,2022-03-03 17:08:54.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0010
26225118,Student Membership,21823,electric,2022-03-22 15:35:17.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0166
26056363,Student Membership,19326,electric,2022-02-21 07:41:52.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1622
26068151,Student Membership,21550,electric,2022-02-24 13:43:50.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-1427
26243445,Student Membership,21749,electric,2022-03-25 15:39:03.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0064
25970869,Student Membership,21528,electric,2022-02-01 13:44:10.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,4,C-1424
26069753,Student Membership,19207,electric,2022-02-25 07:49:03.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1299
26286479,Student Membership,19326,electric,2022-03-31 14:40:55.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,8,C-1449
25962270,Student Membership,19194,electric,2022-01-30 12:52:43.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,9,C-0011
26233166,Student Membership,19274,electric,2022-03-24 07:39:22.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1314
26265813,Student Membership,16276,electric,2022-03-28 15:17:21.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1529
26217486,Student Membership,19270,electric,2022-03-21 10:27:53.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0130
25973963,Student Membership,21697,electric,2022-02-02 10:47:11.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0059
26283330,Student Membership,17370,electric,2022-03-31 07:32:42.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,9,C-0012
26228358,Student Membership,21823,electric,2022-03-23 10:54:22.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0141
25939722,Student Membership,18704,electric,2022-01-24 10:06:40.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-0027
26272087,Student Membership,19870,electric,2022-03-29 13:46:29.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-1371
26138975,Student Membership,19326,electric,2022-03-10 13:52:36.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0004
26224326,Student Membership,18181,electric,2022-03-22 13:35:48.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0106
26033735,Student Membership,18947,electric,2022-02-16 15:57:14.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1527
26123447,Student Membership,19107,electric,2022-03-06 18:20:10.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,6,C-0108
26272380,Student Membership,19330,electric,2022-03-29 14:19:52.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,9,C-0057
26021784,Student Membership,19163,electric,2022-02-14 10:57:45.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0066
26217327,Student Membership,21691,electric,2022-03-21 09:52:57.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,5,C-1357
26100449,Student Membership,22449,electric,2022-03-03 13:49:45.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,7,C-0132
26024416,Student Membership,19783,electric,2022-02-14 17:21:20.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,3,C-0013
26093725,24 Hour Walk Up Pass,19177,electric,2022-03-02 12:37:33.000000 UTC,2547,21st/Guadalupe,2498,Dean Keeton/Speedway,29,C-0129
25911885,24 Hour Walk Up Pass,18913,electric,2022-01-15 13:54:41.000000 UTC,2547,21st/Guadalupe,2499,2nd/Lavaca @ City Hall,38,C-0139
26136514,Local365,19608,electric,2022-03-09 19:21:42.000000 UTC,2547,21st/Guadalupe,2499,2nd/Lavaca @ City Hall,17,C-0012
26241654,Pay-as-you-ride,19314,electric,2022-03-25 12:36:33.000000 UTC,2547,21st/Guadalupe,2499,2nd/Lavaca @ City Hall,137,C-0092
25929976,Local365,19847,electric,2022-01-21 11:49:50.000000 UTC,2547,21st/Guadalupe,2499,2nd/Lavaca @ City Hall,7,C-0006
26241636,Pay-as-you-ride,21499,electric,2022-03-25 12:34:53.000000 UTC,2547,21st/Guadalupe,2499,2nd/Lavaca @ City Hall,138,C-1306
25929712,Student Membership,712,classic,2022-01-21 10:06:06.000000 UTC,2547,21st/Guadalupe,2501,5th/Bowie,14,C-0002
26156831,Pay-as-you-ride,21561,electric,2022-03-13 22:21:01.000000 UTC,2547,21st/Guadalupe,2501,5th/Bowie,12,C-0141
26275356,Local31,21689,electric,2022-03-29 20:35:13.000000 UTC,2547,21st/Guadalupe,2501,5th/Bowie,17,C-0009
26168563,Local31,21903,electric,2022-03-15 16:46:17.000000 UTC,2547,21st/Guadalupe,2501,5th/Bowie,43,C-0019
25915516,Student Membership,21668,electric,2022-01-16 16:05:55.000000 UTC,2547,21st/Guadalupe,2501,5th/Bowie,9,C-0011
